,file,player,ss_type,opening_failure,battle_id,match_result,match_duration,left_team_kills,right_team_kills,left_heroes,right_heroes,left_medals,right_medals,left_scores,right_scores
10,-Lexi/Screenshot_20230312-123434.jpg,-Lexi,Result,False,188540437383649653,Defeat,13.066666666666666,20,39,"['Melissa', 'Esmeralda', 'Atlas', 'Harley', 'Yu Zhong']","['Pharsa', 'Kimmy', 'Floryn', 'Thamuz', 'Moskov']","['Bronze', 'Gold', 'Bronze', 'MVP Lose', 'Bronze']","['Gold', 'Gold', 'MVP Win', 'Gold', 'Silver']","[3.0, 6.8, 3.4, 7.2, 3.2]","[9.3, 8.1, 11.1, 9.4, 7.8]"
11,-Lexi/Screenshot_20230312-123443.jpg,-Lexi,Result,False,791404466779493321,Defeat,17.133333333333333,26,24,"['Selena', 'Esmeralda', 'Sun', 'Clint', 'Valentina']","['Nana', 'Alpha', 'Karrie', 'Barats', 'Franco']","['MVP Lose', 'Silver', 'Bronze', 'Gold', 'Silver']","['Gold', 'Bronze', 'Gold', 'MVP Win', 'Bronze']","[8.4, 8.2, 5.6, 8.3, 7.0]","[6.4, 4.3, 9.3, 9.5, 4.0]"
12,-Lexi/Screenshot_20230312-123452.jpg,-Lexi,Result,False,187745400282451904,Victory,10.683333333333334,21,6,"['Esmeralda', ""Chang'e"", 'Karina', 'Kimmy', 'Minotaur']","['Rafaela', 'Irithel', 'Nana', 'Natan', 'Balmond']","['Gold', 'Gold', 'MVP Win', 'Gold', 'Gold']","['Bronze', 'Silver', 'Silver', 'Bronze', 'Bronze']","[9.3, 9.1, 10.3, 9.3, 9.2]","[4.3, 5.7, 4.9, 4.3, 3.2]"
13,-Lexi/Screenshot_20230312-123501.jpg,-Lexi,Result,False,816342717642326252,Defeat,18.566666666666666,35,34,"['Esmeralda', 'Kadita', 'Melissa', 'Franco', 'Barats']","['Julian', 'Gord', 'Hylos', 'Balmond', 'Moskov']","['Silver', 'MVP Lose', 'Gold', 'Bronze', 'Silver']","['Gold', 'Silver', 'MVP Win', 'Silver', 'Gold']","[6.2, 10.0, 8.8, 5.6, 6.9]","[8.1, 6.8, 8.4, 5.8, 8.2]"
14,-Lexi/Screenshot_20230312-123510.jpg,-Lexi,Result,False,786854159382755743,Defeat,15.15,29,33,"['Popol and Kupa', 'Fanny', 'Paquito', 'Cyclops', 'Edith']","['Hanabi', 'Gusion', 'Vale', 'Badang', 'Atlas']","['Gold', 'Bronze', 'Silver', 'Silver', 'MVP Lose']","['Bronze', 'Gold', 'Silver', 'MVP Win', 'Gold']","[7.0, 5.0, 5.3, 5.4, 7.2]","[3.5, 9.2, 7.4, 10.0, 9.1]"
15,-Lexi/Screenshot_20230312-123529.jpg,-Lexi,Result,False,786651990977164357,Defeat,17.883333333333333,22,32,"['Natan', 'Pharsa', 'Zilong', 'Khufra', 'Ling']","['Edith', 'Saber', 'Clint', 'Vexana', 'Hilda']","['Bronze', 'MVP Lose', 'Silver', 'Silver', 'Gold']","['Silver', 'Gold', 'Gold', 'Gold', 'MVP Win']","[5.8, 8.3, 6.4, 6.1, 7.0]","[5.3, 8.4, 8.4, 8.2, 10.4]"
16,-Lexi/Screenshot_20230312-123538.jpg,-Lexi,Result,False,815585175605620400,Defeat,19.083333333333332,30,37,"['Valir', 'Helcurt', 'Brody', 'Nana', 'Hilda']","['Lapu-Lapu', 'Kimmy', 'Karrie', 'Saber', 'Cyclops']","['MVP Lose', 'Gold', 'Silver', 'Bronze', 'Silver']","['Gold', 'MVP Win', 'Silver', 'Gold', 'Gold']","[8.1, 7.5, 6.9, 4.9, 5.0]","[7.3, 8.2, 5.6, 7.1, 8.0]"
17,-Lexi/Screenshot_20230312-123547.jpg,-Lexi,Result,False,815356898093836658,Victory,15.9,38,25,"['Valir', 'Argus', 'Diggie', 'Barats', 'Lesley']","['Moskov', 'Atlas', 'Martis', 'Julian', 'Hayabusa']","['Gold', 'Silver', 'Gold', 'Gold', 'MVP Win']","['Silver', 'Silver', 'MVP Lose', 'Bronze', 'Silver']","[11.2, 6.3, 9.5, 10.8, 11.3]","[5.2, 4.7, 8.1, 4.3, 5.3]"
18,-Lexi/Screenshot_20230312-123556.jpg,-Lexi,Result,False,815022672328794646,Defeat,12.85,7,29,"['Natan', 'Xavier', 'Angela', 'Hayabusa', 'Esmeralda']","['Alucard', 'Gusion', 'Layla', 'Eudora', 'Valir']","['Bronze', 'Silver', 'Bronze', 'Bronze', 'MVP Lose']","['Silver', 'Gold', 'Silver', 'MVP Win', 'Gold']","[3.0, 4.6, 3.7, 3.0, 7.1]","[7.1, 9.1, 6.8, 10.0, 8.8]"
19,-Lexi/Screenshot_20230312-123605.jpg,-Lexi,Result,False,814615303270701430,Defeat,13.683333333333334,8,22,"['Esmeralda', 'Nana', 'Bane', 'Hayabusa', 'Kimmy']","['Irithel', 'Fredrinn', 'Belerick', 'Lapu-Lapu', 'Cyclops']","['Bronze', 'Silver', 'Bronze', 'Bronze', 'Silver']","['Silver', 'Gold', 'Gold', 'Silver', 'MVP Win']","[4.3, 5.8, 3.4, 4.0, 5.3]","[7.5, 8.4, 9.6, 6.0, 10.0]"
20,-Oka/Screenshot_20230311-155124.jpg,-Oka,Result,False,178808174634867730,Defeat,11.166666666666666,15,26,"['Fredrinn', 'Vexana', 'Hanabi', 'Atlas', 'Yu Zhong']","['Moskov', 'Chou', 'Ling', 'Yve', 'Gloo']","['MVP Lose', 'Silver', 'Gold', 'Silver', 'Bronze']","['MVP Win', 'Gold', 'Gold', 'Gold', 'Silver']","[8.3, 5.2, 6.1, 5.4, 3.7]","[10.9, 7.6, 8.0, 7.6, 6.5]"
21,-Oka/Screenshot_20230311-155134.jpg,-Oka,Result,False,174767095740621593,Defeat,13.4,24,26,"['Valir', 'Leomord', 'Hylos', 'Popol and Kupa', 'Phoveus']","['Wanwan', 'Edith', 'Lapu-Lapu', 'Lunox', 'Bane']","['Silver', 'Gold', 'Silver', 'Silver', 'MVP Lose']","['Bronze', 'Bronze', 'Gold', 'Gold', 'MVP Win']","[7.3, 7.5, 6.8, 6.7, 7.8]","[4.1, 4.4, 7.4, 7.3, 10.1]"
22,-Oka/Screenshot_20230311-155142.jpg,-Oka,Result,False,810615864084380022,Defeat,9.95,11,27,"['Fredrinn', 'Hanabi', 'Gatotkaca', 'Yu Zhong', 'Zhask']","['Faramis', 'Alice', 'Moskov', 'Kaja', 'Lapu-Lapu']","['Gold', 'Silver', 'MVP Lose', 'Bronze', 'Silver']","['MVP Win', 'Gold', 'Silver', 'Gold', 'Gold']","[6.3, 5.0, 6.8, 4.5, 5.8]","[11.4, 9.2, 7.6, 9.8, 9.2]"
23,-Oka/Screenshot_20230311-155151.jpg,-Oka,Result,False,165995264988618532,Defeat,16.2,16,29,"['Julian', 'Xavier', 'Lancelot', 'Estes', 'Hanabi']","['Wanwan', 'Chou', 'Pharsa', 'Hayabusa', 'Dyrroth']","['Gold', 'Silver', 'Silver', 'MVP Lose', 'Bronze']","['Silver', 'Gold', 'Gold', 'MVP Win', 'Bronze']","[6.6, 5.7, 5.7, 7.3, 4.4]","[4.9, 10.6, 10.6, 11.8, 3.0]"
24,-Oka/Screenshot_20230311-155200.jpg,-Oka,Result,False,165596348426164918,Victory,14.533333333333333,31,24,"['Edith', 'Gloo', 'Hanabi', 'Valentina', 'Fanny']","['Grock', 'Lunox', 'Wanwan', 'Natan', 'Chou']","['Gold', 'MVP Win', 'Silver', 'Gold', 'Gold']","['Silver', 'Bronze', 'MVP Lose', 'Gold', 'Silver']","[6.1, 10.6, 4.8, 6.5, 7.8]","[5.4, 4.7, 7.7, 6.3, 5.3]"
25,-Oka/Screenshot_20230311-155220.jpg,-Oka,Result,False,161036291453670343,Defeat,14.5,8,20,"['Akai', 'Valir', 'Natan', 'Atlas', 'Lapu-Lapu']","['Alucard', 'X.Borg', 'Hylos', 'Zhask', 'Harith']","['MVP Lose', 'Bronze', 'Bronze', 'Bronze', 'Gold']","['Gold', 'Silver', 'Silver', 'MVP Win', 'Gold']","[6.7, 3.7, 4.3, 3.1, 6.4]","[8.0, 5.7, 7.0, 9.7, 8.2]"
26,-Oka/Screenshot_20230311-155238.jpg,-Oka,Result,False,769387867419569287,Defeat,17.616666666666667,23,23,"['Moskov', 'Valir', 'Franco', 'Hanzo', 'Yu Zhong']","['Fredrinn', 'Brody', 'Khufra', 'Kagura', 'Benedetta']","['MVP Lose', 'Silver', 'Silver', 'Gold', 'Silver']","['Gold', 'Gold', 'Silver', 'MVP Win', 'Bronze']","[9.9, 8.2, 6.7, 8.6, 6.7]","[6.8, 8.5, 6.3, 8.7, 3.7]"
27,-Oka/Screenshot_20230311-155246.jpg,-Oka,Result,False,796225000633395233,Victory,12.716666666666667,39,18,"['Dyrroth', 'Fredrinn', 'Aurora', 'Saber', 'Moskov']","['Gord', 'Khufra', 'Natan', 'X.Borg', 'Baxia']","['Silver', 'Gold', 'Gold', 'MVP Win', 'Silver']","['Silver', 'Silver', 'Silver', 'Bronze', 'MVP Lose']","[5.8, 8.7, 8.1, 9.4, 7.1]","[4.6, 4.7, 4.7, 4.6, 7.1]"
28,-Oka/Screenshot_20230311-155255.jpg,-Oka,Result,False,795641370412441329,Victory,23.1,30,37,"['Cecilion', 'Hanabi', 'Hylos', 'Bruno', 'Hilda']","['Faramis', 'Mathilda', 'Paquito', 'Melissa', 'Fredrinn']","['Gold', 'Silver', 'Gold', 'MVP Win', 'Silver']","['Silver', 'Silver', 'Silver', 'MVP Lose', 'Gold']","[7.8, 7.2, 8.2, 10.6, 7.3]","[9.3, 8.0, 6.7, 11.4, 9.6]"
29,-Oka/Screenshot_20230311-155315.jpg,-Oka,Result,False,795070689517885040,Victory,24.166666666666668,38,32,"['Rafaela', 'Kagura', 'Edith', 'Hanabi', 'Alucard']","['Minotaur', 'Julian', 'Kimmy', 'Ruby', 'Beatrix']","['Silver', 'Gold', 'Gold', 'MVP Win', 'Silver']","['Gold', 'Silver', 'MVP Lose', 'Bronze', 'Silver']","[7.0, 8.0, 10.3, 10.5, 6.8]","[9.0, 5.8, 10.0, 5.0, 7.5]"
30,-Oka/Screenshot_20230311-155324.jpg,-Oka,Result,False,149591200042176949,Victory,13.9,20,8,"['Gloo', 'Valentina', 'Valir', 'Balmond', 'Hanabi']","['Atlas', 'Dyrroth', 'Faramis', 'Brody', 'Kimmy']","['Gold', 'Silver', 'Gold', 'MVP Win', 'Gold']","['Bronze', 'Bronze', 'Silver', 'Bronze', 'Silver']","[7.8, 6.5, 8.2, 12.1, 9.2]","[4.0, 3.6, 5.9, 4.0, 5.6]"
31,-Oka/Screenshot_20230311-155333.jpg,-Oka,Result,False,146599428902988847,Defeat,13.166666666666666,9,26,"['Hanabi', 'Atlas', 'Fredrinn', 'Valir', 'X.Borg']","['Kaja', 'Bruno', 'Gloo', 'Harley', 'Natalia']","['Silver', 'Bronze', 'MVP Lose', 'Bronze', 'Bronze']","['Gold', 'Gold', 'MVP Win', 'Gold', 'Silver']","[5.0, 3.8, 6.8, 3.6, 3.3]","[7.7, 7.9, 10.9, 8.1, 6.9]"
32,-Oka/Screenshot_20230311-155342.jpg,-Oka,Result,False,862326226651016125,Victory,21.216666666666665,43,36,"['Hanabi', 'Lylia', 'Floryn', 'Hayabusa', 'Alice']","['Edith', 'Chou', 'Brody', 'Julian', 'Faramis']","['Gold', 'Gold', 'MVP Win', 'Gold', 'Gold']","['Silver', 'Bronze', 'Silver', 'Gold', 'MVP Lose']","[8.4, 8.4, 11.7, 8.6, 8.3]","[6.9, 4.9, 5.0, 8.3, 9.9]"
33,-Oka/Screenshot_20230311-155351.jpg,-Oka,Result,False,763613906660320943,Victory,15.1,24,18,"['Khufra', 'Arlott', 'Lunox', 'Claude', 'Hanabi']","['Valentina', 'Fredrinn', 'Lapu-Lapu', 'Chou', 'Karrie']","['Gold', 'Silver', 'Gold', 'Silver', 'MVP Win']","['Silver', 'Gold', 'MVP Lose', 'Bronze', 'Silver']","[7.1, 5.4, 7.3, 5.6, 11.6]","[6.8, 6.8, 7.4, 5.2, 5.3]"
34,-Oka/Screenshot_20230311-155410.jpg,-Oka,Result,False,861928031643066773,Victory,16.383333333333333,32,28,"['Terizla', ""Chang'e"", 'Hanabi', 'Atlas', 'Balmond']","['Estes', 'Faramis', 'Kimmy', 'Clint', 'Argus']","['Gold', 'Gold', 'Gold', 'Silver', 'MVP Win']","['Silver', 'Gold', 'Bronze', 'MVP Lose', 'Silver']","[6.7, 6.7, 10.5, 5.7, 13.2]","[7.6, 7.9, 5.8, 8.4, 6.2]"
35,-Oka/Screenshot_20230311-155420.jpg,-Oka,Result,False,861716779381644467,Victory,14.233333333333333,35,23,"['Hanabi', 'Johnson', 'Kadita', 'Julian', 'Ling']","['Xavier', 'Natalia', 'Fanny', 'Gusion', 'Beatrix']","['Gold', 'Gold', 'MVP Win', 'Silver', 'Silver']","['Gold', 'Silver', 'MVP Lose', 'Bronze', 'Silver']","[7.9, 9.2, 9.8, 7.2, 7.0]","[6.3, 5.0, 7.5, 4.5, 5.5]"
36,-Oka/Screenshot_20230311-155429.jpg,-Oka,Result,False,212899112474462556,Defeat,30.983333333333334,39,38,"['Hanabi', 'Aamon', 'Badang', 'Lancelot', 'Nana']","['Wanwan', 'Vexana', 'Diggie', 'Yu Zhong', 'Hayabusa']","['MVP Lose', 'Bronze', 'Silver', 'Silver', 'Gold']","['Silver', 'MVP Win', 'Bronze', 'Silver', 'Gold']","[9.2, 5.2, 5.5, 6.1, 7.0]","[6.0, 9.3, 4.2, 6.0, 6.4]"
37,-Oka/Screenshot_20230311-155438.jpg,-Oka,Result,False,195324643170055944,Victory,25.9,27,39,"['Kimmy', 'Gusion', 'Chou', 'Miya', 'Belerick']","['Julian', 'Fredrinn', 'Brody', 'Xavier', 'Khufra']","['Gold', 'MVP Win', 'Gold', 'Bronze', 'Silver']","['Bronze', 'MVP Lose', 'Silver', 'Silver', 'Gold']","[8.4, 8.9, 6.6, 3.2, 5.6]","[6.0, 10.9, 6.4, 8.7, 9.6]"
38,-Oka/Screenshot_20230311-155447.jpg,-Oka,Result,False,752144767726905717,Defeat,13.45,17,27,"['Hanabi', 'Kagura', 'Hayabusa', 'X.Borg', 'Tigreal']","['Melissa', 'Alice', 'Luo Yi', 'Khufra', 'Martis']","['Bronze', 'Silver', 'Silver', 'MVP Lose', 'Gold']","['MVP Win', 'Bronze', 'Gold', 'Gold', 'Gold']","[5.0, 6.9, 6.0, 7.8, 7.0]","[9.2, 4.5, 8.4, 8.3, 9.1]"
39,-WAY-/Screenshot_20230312-020115.jpg,-WAY-,Result,False,699764845528795304,Victory,11.6,36,12,"['Pharsa', 'Chou', 'Khufra', 'Aamon', 'Irithel']","['Julian', 'Lapu-Lapu', 'Xavier', 'Grock', 'Brody']","['Silver', 'Gold', 'Gold', 'MVP Win', 'Silver']","['Silver', 'Silver', 'Bronze', 'Silver', 'Silver']","[6.6, 11.7, 12.5, 13.2, 5.1]","[5.4, 4.7, 4.3, 5.5, 5.7]"
40,-WAY-/Screenshot_20230312-020124.jpg,-WAY-,Result,False,699312400788931418,Defeat,16.583333333333332,27,34,"['Khufra', 'Thamuz', 'Pharsa', 'Aamon', 'Wanwan']","['Grock', 'Hayabusa', 'Melissa', 'Lapu-Lapu', 'Lunox']","['Gold', 'Silver', 'Silver', 'MVP Lose', 'Bronze']","['Gold', 'Gold', 'Gold', 'Silver', 'MVP Win']","[8.0, 5.7, 6.2, 8.3, 5.5]","[6.7, 9.2, 6.4, 6.1, 10.7]"
41,-WAY-/Screenshot_20230312-020133.jpg,-WAY-,Result,False,698931235326312280,Victory,10.966666666666667,29,8,"['Khufra', 'Pharsa', 'Melissa', 'Aamon', 'Thamuz']","['Valentina', 'Franco', 'Brody', 'Masha', 'Leomord']","['Gold', 'Gold', 'Silver', 'MVP Win', 'Gold']","['Bronze', 'Bronze', 'Silver', 'Silver', 'Bronze']","[11.2, 9.8, 7.6, 11.7, 8.0]","[3.4, 3.1, 5.1, 5.3, 3.8]"
42,-WAY-/Screenshot_20230312-020142.jpg,-WAY-,Result,False,698308404938848642,Defeat,18.683333333333334,30,30,"['Gloo', 'Wanwan', 'Pharsa', 'Aamon', 'Khufra']","['Yve', 'Franco', 'Edith', 'Claude', 'Ling']","['Silver', 'Silver', 'Silver', 'Gold', 'MVP Lose']","['Gold', 'Silver', 'Gold', 'Silver', 'MVP Win']","[7.4, 6.5, 7.0, 9.1, 9.5]","[9.1, 7.5, 8.9, 7.1, 10.9]"
43,-WAY-/Screenshot_20230312-020151.jpg,-WAY-,Result,False,627861896083322188,Victory,12.833333333333334,33,10,"['Gloo', 'Khufra', 'Pharsa', 'Aamon', 'Wanwan']","['Gord', 'Lapu-Lapu', 'Moskov', 'Franco', 'Hayabusa']","['Gold', 'MVP Win', 'Gold', 'Gold', 'Gold']","['Bronze', 'Bronze', 'Bronze', 'Bronze', 'Bronze']","[9.5, 12.0, 10.5, 8.1, 8.7]","[4.1, 4.5, 4.2, 3.4, 4.1]"
44,-WAY-/Screenshot_20230312-020211.jpg,-WAY-,Result,False,266949429058908441,Victory,11.733333333333333,28,8,"['Gloo', 'Khufra', 'Pharsa', 'Aamon', 'Wanwan']","['Vexana', 'Lolita', 'Martis', 'Karrie', 'Lapu-Lapu']","['MVP Win', 'Gold', 'Gold', 'Gold', 'Gold']","['Bronze', 'Bronze', 'Silver', 'Bronze', 'Bronze']","[11.8, 9.0, 9.9, 8.2, 9.2]","[4.0, 3.0, 4.8, 4.2, 4.0]"
45,-WAY-/Screenshot_20230312-020220.jpg,-WAY-,Result,False,696637160149527670,Victory,14.0,32,18,"['Gloo', 'Clint', 'Khufra', 'Pharsa', 'Aamon']","['Wanwan', 'Martis', 'Yve', 'Angela', 'Yu Zhong']","['Gold', 'Silver', 'MVP Win', 'Gold', 'Gold']","['Bronze', 'MVP Lose', 'Silver', 'Gold', 'Silver']","[9.3, 7.1, 11.2, 9.3, 8.9]","[5.3, 6.6, 5.4, 6.4, 6.1]"
46,-WAY-/Screenshot_20230312-020229.jpg,-WAY-,Result,False,625832455316481818,Victory,17.733333333333334,28,20,"['Wanwan', 'Aamon', 'Julian', 'Khufra', 'Thamuz']","['Kaja', 'Pharsa', 'Irithel', 'Fredrinn', 'Edith']","['Silver', 'MVP Win', 'Gold', 'Silver', 'Gold']","['Silver', 'MVP Lose', 'Silver', 'Bronze', 'Gold']","[6.1, 11.3, 7.6, 6.7, 8.4]","[5.1, 7.6, 7.0, 4.1, 7.3]"
47,-WAY-/Screenshot_20230312-020238.jpg,-WAY-,Result,False,694973259754283297,Victory,13.733333333333333,30,18,"['Arlott', 'Aamon', 'Brody', 'Pharsa', 'Khufra']","['Kaja', 'Lancelot', 'Nana', 'Hilda', 'Clint']","['Silver', 'MVP Win', 'Gold', 'Silver', 'Gold']","['Silver', 'Gold', 'MVP Lose', 'Bronze', 'Bronze']","[5.8, 11.7, 8.0, 7.1, 11.1]","[5.8, 7.4, 8.1, 3.9, 4.2]"
48,-WAY-/Screenshot_20230312-020247.jpg,-WAY-,Result,False,263650791096359838,Victory,16.133333333333333,31,16,"['Julian', 'Aamon', 'Wanwan', 'Benedetta', 'Khufra']","['Terizla', 'Karrie', 'Kaja', 'Xavier', 'Lancelot']","['Gold', 'Gold', 'Gold', 'Silver', 'MVP Win']","['Silver', 'Silver', 'Gold', 'MVP Lose', 'Bronze']","[10.1, 9.0, 8.6, 4.7, 11.2]","[4.9, 5.3, 6.0, 6.7, 4.9]"
49,-WAY-/Screenshot_20230312-020306.jpg,-WAY-,Result,False,262732853505988224,Victory,15.8,28,24,"['Julian', 'Aamon', 'Melissa', 'Yu Zhong', 'Khufra']","['Fredrinn', 'Lapu-Lapu', 'Valentina', 'Brody', 'Lolita']","['Gold', 'MVP Win', 'Silver', 'Silver', 'Gold']","['Gold', 'Silver', 'MVP Lose', 'Bronze', 'Silver']","[9.3, 9.8, 6.8, 6.1, 8.7]","[8.7, 6.2, 9.8, 5.5, 7.9]"
50,-WAY-/Screenshot_20230312-020315.jpg,-WAY-,Result,False,691932066426425035,Victory,22.216666666666665,36,29,"['Khufra', 'Gloo', 'Clint', 'Pharsa', 'Roger']","['Xavier', 'Beatrix', 'Franco', 'Aamon', 'Masha']","['MVP Win', 'Gold', 'Gold', 'Gold', 'Silver']","['Gold', 'Bronze', 'Silver', 'Silver', 'MVP Lose']","[11.3, 7.2, 7.9, 7.2, 5.3]","[7.6, 4.0, 6.2, 7.2, 10.1]"
51,-WAY-/Screenshot_20230312-020324.jpg,-WAY-,Result,False,259693618683217471,Victory,18.7,39,23,"['Valentina', 'Beatrix', 'Khufra', 'Martis', 'Benedetta']","['Fredrinn', 'Xavier', 'Paquito', 'Kaja', 'Irithel']","['Gold', 'Silver', 'MVP Win', 'Gold', 'Silver']","['Silver', 'MVP Lose', 'Bronze', 'Gold', 'Silver']","[8.7, 7.0, 10.4, 10.0, 8.0]","[6.5, 9.2, 4.4, 7.3, 5.3]"
52,-WAY-/Screenshot_20230312-020333.jpg,-WAY-,Result,False,258408298180280081,Defeat,20.566666666666666,26,36,"['Xavier', 'Khufra', 'Benedetta', 'Yin', 'Melissa']","['Lolita', 'Lapu-Lapu', 'Harith', 'Martis', 'Brody']","['Silver', 'MVP Lose', 'Silver', 'Gold', 'Bronze']","['Silver', 'Gold', 'MVP Win', 'Gold', 'Silver']","[6.7, 8.7, 7.3, 8.1, 5.7]","[6.6, 8.6, 10.5, 8.7, 6.6]"
53,-WAY-/Screenshot_20230312-020342.jpg,-WAY-,Result,False,613676752975974457,Victory,17.3,29,29,"['Khufra', 'Aamon', 'Valentina', 'Moskov', 'Alice']","['Julian', 'Brody', 'Terizla', 'Kaja', 'Kadita']","['Gold', 'MVP Win', 'Gold', 'Silver', 'Silver']","['Gold', 'Silver', 'Silver', 'Bronze', 'MVP Lose']","[9.7, 10.3, 8.0, 7.0, 7.4]","[8.8, 6.3, 5.6, 5.2, 9.2]"
54,-WAY-/Screenshot_20230312-020402.jpg,-WAY-,Result,False,613158801394912091,Victory,13.116666666666667,24,9,"['Khufra', 'Aamon', 'Valentina', 'Wanwan', 'Lapu-Lapu']","['Xavier', 'Franco', 'Brody', 'Roger', 'Aldous']","['Gold', 'Gold', 'MVP Win', 'Gold', 'Silver']","['Silver', 'Silver', 'Bronze', 'MVP Lose', 'Bronze']","[7.9, 8.5, 10.1, 8.0, 6.0]","[5.8, 4.9, 4.4, 6.6, 4.5]"
